"species","decimalLatitude","decimalLongitude","family","year","month","day","recordedBy","identifiedBy"
"Osmia versicolor",38.41,-9.21,NA,2012,5,16,"A. Livory, R. Coulomb","G. Legoff"
"Osmia caerulescens",37.72,-8.79,NA,2012,5,18,"A. Livory, R. Coulomb","A. Livory"
"Osmia aurulenta",37.72,-8.79,NA,2012,5,20,"A. Livory, R. Coulomb",NA
"Osmia caerulescens",37.65,-8.79,NA,2012,5,21,"A. Livory, R. Coulomb","A. Livory"
"Osmia iberica",37.19,-7.42,NA,2012,5,24,"A. Livory, R. Coulomb","G. Legoff"
"Osmia ligurica",37.19,-7.42,NA,2012,5,24,"A. Livory, R. Coulomb",NA
"Osmia scutellaris",37.19,-7.42,NA,2012,5,24,"A. Livory, R. Coulomb","G. Legoff"
"Osmia rufohirta",37.13,-7.64,NA,2012,5,26,"A. Livory, R. Coulomb",NA
"Osmia labialis",39.02,-9.31,NA,2012,5,30,"C. Reis","G. Legoff"
"Osmia aurulenta",38.94,-9.33,NA,2012,5,1,"C. Reis","D. Baldock"
"Osmia melanogaster",38.96,-8.52,NA,2013,4,1,"A. Albernaz Valente","G. Legoff"
"Osmia signata",38.96,-8.52,NA,2013,4,1,"A. Albernaz Valente","D. Baldock"
"Osmia caerulescens",38.94,-9.33,NA,2013,5,1,"C. Reis","D. Baldock"
"Osmia andrenoides",37.068,-8.811,NA,2014,4,4,"T. Wood","D. Baldock"
"Osmia rufohirta",37.068,-8.811,NA,2014,4,4,"T. Wood","D. Baldock"
"Osmia versicolor",37.068,-8.811,NA,2014,4,4,"T. Wood","D. Baldock"
"Osmia aurulenta",37.19,-8.9,NA,2014,4,5,"T. Wood","D. Baldock"
"Osmia iberica",37.19,-8.9,NA,2014,4,5,"T. Wood","G. Legoff"
"Osmia rufohirta",37.19,-8.9,NA,2014,4,5,"T. Wood","D. Baldock"
"Osmia uncicornis",37.068,-8.811,NA,2014,4,6,"T. Wood","G. Legoff"
"Osmia tricornis",37.062,-8.84,NA,2014,4,7,"T. Wood","G. Legoff"
"Osmia rufohirta",37.086,-8.748,NA,2014,4,13,"G. Legoff","G. Legoff"
"Osmia versicolor",37.086,-8.748,NA,2014,4,13,"G. Legoff","G. Legoff"
"Osmia aurulenta",37.073,-8.775,NA,2014,4,14,"G. Legoff","G. Legoff"
"Osmia labialis",37.073,-8.775,NA,2014,4,14,"G. Legoff","G. Legoff"
"Eucera elongatula",37.218,-6.304,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera elongatula",37.29,-6.433,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera elongatula",37.235,-6.169,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera elongatula",37.214,-6.372,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera elongatula",37.282,-6.555,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera elongatula",37.291,-6.223,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera elongatula",37.292,-6.752,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera elongatula",37.249,-6.661,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera elongatula",37.288,-6.675,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera elongatula",37.331,-6.668,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera elongatula",37.233,-6.555,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera elongatula",37.124,-6.507,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera elongatula",37.239,-6.281,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Osmia bicornis",39.29,-7.42,NA,2015,3,14,"R. Andrade","D. Baldock"
"Osmia versicolor",39.774,3.129,NA,2017,NA,NA,NA,NA
"Osmia melanogaster",37.155,-8.595,NA,2015,8,26,"J. D'haeseleer","T. Wood"
"Eucera hispaliensis",37.288,-6.675,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera hispaliensis",37.233,-6.555,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera hispaliensis",37.291,-6.223,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera hispaliensis",37.247,-6.429,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera hispaliensis",37.331,-6.668,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera hispaliensis",37.29,-6.433,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera hispaliensis",37.249,-6.661,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera hispaliensis",37.218,-6.304,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera hispaliensis",37.282,-6.555,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera hispaliensis",37.214,-6.372,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera hispaliensis",37.195,-6.761,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera hispaliensis",37.235,-6.169,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera hispaliensis",37.124,-6.507,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera hispaliensis",37.239,-6.281,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera hispaliensis",37.292,-6.752,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera hispaliensis",37.405,-6.681,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera notata",37.292,-6.752,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera notata",37.331,-6.668,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera notata",37.235,-6.169,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera notata",37.291,-6.223,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera notata",37.288,-6.675,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera notata",37.124,-6.507,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera notata",37.239,-6.281,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Osmia caerulescens",41.859,-6.747,NA,2016,6,29,"T. Wood","T. Wood"
"Eucera notata",37.249,-6.661,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera notata",37.247,-6.429,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Osmia ligurica",41.903,-6.884,NA,2016,7,1,"T. Wood","T. Wood"
"Eucera notata",37.218,-6.304,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera notata",37.405,-6.681,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera notata",37.282,-6.555,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera notata",37.214,-6.372,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera notata",37.29,-6.433,NA,2015,NA,NA,"Curro Molina","Oscar Aguado"
"Eucera collaris",41.625,-8.419,NA,2019,3,11,"H. Gaspar","H. Gaspar"
"Eucera hispana",40.599,-8.544,NA,2019,5,23,"H. Gaspar","H. Gaspar"
"Eucera interrupta",40.599,-8.544,NA,2019,5,23,"H. Gaspar","H. Gaspar"
"Eucera interrupta",39.943,-8.582,NA,2018,7,15,"H. Gaspar","H. Gaspar"
"Eucera longicornis",39.941,-8.581,NA,2019,3,19,"H. Gaspar","H. Gaspar"
"Eucera longicornis",40.599,-8.544,NA,2019,7,5,"H. Gaspar","H. Gaspar"
"Eucera nigrilabris",41.625,-8.419,NA,2019,3,11,"H. Gaspar","H. Gaspar"
"Eucera nigrilabris",39.889,-8.562,NA,2019,3,10,"H. Gaspar","H. Gaspar"
"Eucera numida",39.943,-8.582,NA,2019,2,19,"H. Gaspar","H. Gaspar"
"Eucera longicornis",42.255,2.462,NA,2007,4,19,"S. Castro","S. Castro"
"Eucera longicornis",42.255,2.462,NA,2005,5,1,"S. Castro","S. Castro"
"Eucera numida",38.73,-9.19,NA,1975,3,9,"Colln. Mendoça","S. Risch"
"Eucera nigrifacies",43.492,-5.631,NA,2017,7,4,"A. Núñez","A. Núñez"
"Eucera nigrescens",43.426,-5.715,NA,2017,4,19,"R. Martínez","A. Núñez"
"Eucera nigrifacies",43.403,-5.501,NA,2018,6,13,"A. Núñez","A. Núñez"
"Eucera notata",36.861,-2.222,NA,2020,3,25,"A. Trillo","F.J. Ortiz-Sánchez"
"Eucera notata",36.841,-2.129,NA,2020,3,17,"A. Trillo","F.J. Ortiz-Sánchez"
"Eucera notata",36.973,-2.125,NA,2020,3,15,"A. Trillo","F.J. Ortiz-Sánchez"
"Eucera notata",36.843,-2.127,NA,2020,3,13,"A. Trillo","F.J. Ortiz-Sánchez"
"Eucera quilisi",36.862,-2.221,NA,2020,3,10,"A. Trillo","F.J. Ortiz-Sánchez"
"Eucera notata",36.843,-2.127,NA,2020,3,27,"A. Trillo","F.J. Ortiz-Sánchez"
"Eucera elongatula",36.999,-2.051,NA,2020,3,15,"A. Trillo","F.J. Ortiz-Sánchez"
"Eucera notata",36.843,-2.127,NA,2020,3,17,"A. Trillo","F.J. Ortiz-Sánchez"
"Eucera rufa",36.9,-2.126,NA,2020,3,4,"A. Trillo","F.J. Ortiz-Sánchez"
"Eucera notata",36.85,-2.153,NA,2020,3,5,"A. Trillo","F.J. Ortiz-Sánchez"
"Eucera notata",36.928,-2.208,NA,2020,3,9,"A. Trillo","F.J. Ortiz-Sánchez"
"Eucera notata",36.917,-2.054,NA,2020,3,28,"A. Trillo","F.J. Ortiz-Sánchez"
"Eucera elongatula",39.665,-3.205,NA,2014,5,29,"C. Azpiazu","O. Aguado"
"Eucera elongatula",39.665,-3.205,NA,2014,6,18,"C. Azpiazu","O. Aguado"
"Eucera elongatula",40.317,-3.486,NA,2015,7,3,"C. Azpiazu","O. Aguado"
"Eucera elongatula",40.317,-3.486,NA,2015,7,8,"C. Azpiazu","O. Aguado"
"Eucera elongatula",40.317,-3.486,NA,2013,7,5,"C. Azpiazu","O. Aguado"
"Eucera elongatula",40.445,-3.739,NA,2015,6,5,"C. Azpiazu","O. Aguado"
"Eucera notata",40.317,-3.486,NA,2013,7,5,"C. Azpiazu","O. Aguado"
"Eucera notata",40.445,-3.739,NA,2015,5,20,"C. Azpiazu","O. Aguado"
"Eucera chrysopyga",37.134,-6.461,NA,2003,4,19,"S.P.M. Roberts","S. Risch"
"Eucera codinai",37.142,-6.433,NA,2003,4,6,"S.P.M. Roberts","S. Risch"
"Eucera codinai",37.142,-6.433,NA,2003,4,10,"S.P.M. Roberts","S. Risch"
"Eucera collaris",37.256,-6.418,NA,2003,4,18,"S.P.M. Roberts","S. Risch"
"Eucera collaris",37.119,-6.438,NA,2003,4,4,"S.P.M. Roberts","S. Risch"
"Eucera dalmatica",37.134,-6.461,NA,2003,4,19,"S.P.M. Roberts","S. Risch"
"Eucera elongatula",37.256,-6.418,NA,2003,4,18,"S.P.M. Roberts","S. Risch"
"Eucera elongatula",37.256,-6.418,NA,2003,4,20,"S.P.M. Roberts","S. Risch"
"Osmia anceyi",40.929,-4.121,NA,2019,7,18,"T. Wood","T. Wood"
"Eucera elongatula",37.142,-6.433,NA,2003,4,9,"S.P.M. Roberts","S. Risch"
"Eucera elongatula",37.142,-6.433,NA,2003,4,10,"S.P.M. Roberts","S. Risch"
"Eucera elongatula",37.142,-6.433,NA,2003,4,11,"S.P.M. Roberts","S. Risch"
"Eucera eucnemidea",37.134,-6.461,NA,2003,4,19,"S.P.M. Roberts","S. Risch"
"Eucera eucnemidea",37.142,-6.433,NA,2003,4,11,"S.P.M. Roberts","S. Risch"
"Eucera hispaliensis",36.991,-6.487,NA,2003,4,10,"S.P.M. Roberts","S. Risch"
"Eucera nigrilabris",37.134,-6.461,NA,2003,4,11,"S.P.M. Roberts","S. Risch"
"Eucera nigrilabris",37.142,-6.433,NA,2003,4,11,"S.P.M. Roberts","S. Risch"
"Eucera nigrilabris",36.759,-4.04,NA,2018,4,NA,"O. Aguado","O. Aguado"
"Eucera nigrescens",36.759,-4.04,NA,2018,4,NA,"O. Aguado","O. Aguado"
"Osmia dimidiata",37.018,-4.553,NA,2021,6,21,"Online_Susanne-Kasimir","Online_Susanne-Kasimir"
"Eucera oraniensis",39.94,4.251,NA,2010,5,16,"Ana Montero-Castaño","Francisco J. Ortiz-Sánchez"
"Eucera eucnemidea",36.091,-5.776,NA,2009,4,23,"Esperanza Manzano","Francisco J. Ortiz-Sánchez"
"Osmia bicornis",42.102,1.815,NA,2019,4,20,"Online_Joanescobetcasals","Online_Joanescobetcasals"
"Eucera eucnemidea",36.092,-5.769,NA,2009,4,27,"Esperanza Manzano","Francisco J. Ortiz-Sánchez"
"Eucera eucnemidea",36.092,-5.769,NA,2009,4,28,"Esperanza Manzano","Francisco J. Ortiz-Sánchez"
"Eucera clypeata",36.092,-5.769,NA,2010,4,15,"Montserrat Vilà","Francisco J. Ortiz-Sánchez"
"Eucera codinai",36.092,-5.769,NA,2010,4,15,"Montserrat Vilà","Francisco J. Ortiz-Sánchez"
"Eucera numida",36.092,-5.769,NA,2010,4,15,"Montserrat Vilà","Francisco J. Ortiz-Sánchez"
"Eucera codinai",36.092,-5.78,NA,2010,4,16,"Montserrat Vilà","Francisco J. Ortiz-Sánchez"
"Eucera codinai",36.095,-5.778,NA,2010,4,17,"Montserrat Vilà","Francisco J. Ortiz-Sánchez"
"Eucera eucnemidea",36.095,-5.778,NA,2010,4,23,"Montserrat Vilà","Francisco J. Ortiz-Sánchez"
"Eucera numida",36.095,-5.778,NA,2010,4,23,"Montserrat Vilà","Francisco J. Ortiz-Sánchez"
"Eucera clypeata",36.092,-5.769,NA,2010,4,29,"Montserrat Vilà","Francisco J. Ortiz-Sánchez"
"Eucera eucnemidea",36.092,-5.769,NA,2010,4,29,"Montserrat Vilà","Francisco J. Ortiz-Sánchez"
"Eucera clypeata",36.091,-5.776,NA,2010,5,21,"Montserrat Vilà","Francisco J. Ortiz-Sánchez"
"Eucera codinai",36.091,-5.776,NA,2010,5,21,"Montserrat Vilà","Francisco J. Ortiz-Sánchez"
"Eucera oraniensis",39.997,4.093,NA,2010,4,28,"Ana Montero-Castaño","Francisco J. Ortiz-Sánchez"
"Eucera numida",39.997,4.093,NA,2010,4,28,"Ana Montero-Castaño","Francisco J. Ortiz-Sánchez"
"Eucera oraniensis",39.999,4.101,NA,2010,5,12,"Ana Montero-Castaño","Francisco J. Ortiz-Sánchez"
"Eucera oraniensis",39.984,4.222,NA,2010,5,19,"Ana Montero-Castaño","Francisco J. Ortiz-Sánchez"
"Eucera oraniensis",39.984,4.222,NA,2010,5,21,"Ana Montero-Castaño","Francisco J. Ortiz-Sánchez"
"Eucera oraniensis",39.984,4.222,NA,2010,5,24,"Ana Montero-Castaño","Francisco J. Ortiz-Sánchez"
"Eucera oraniensis",39.773,3.129,NA,2017,4,24,"D. Alomar","D. Baldock"
"Eucera nigrilabris",39.451,3.095,NA,2015,3,9,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)"
"Eucera oraniensis",39.451,3.095,NA,2015,3,9,"D. Alomar","Risch"
"Eucera nigrilabris",39.706,3.086,NA,2015,3,2,"M. Hidalgo","D. Baldock"
"Eucera oraniensis",39.617,2.678,NA,2015,3,6,"M. A. González-Estévez","Risch"
"Eucera oraniensis",39.617,2.678,NA,2015,3,10,"M. A. González-Estévez","M. A. González-Estévez (M. A. G. Estvz)"
"Eucera oraniensis",39.631,2.747,NA,2015,2,3,"D. Alomar","M. A. González-Estévez (M. A. G. Estvz)"
"Eucera oraniensis",39.434,2.947,NA,2016,3,17,"A. Lázaro","D. Baldock"
"Eucera nigrilabris",39.419,3.274,NA,2019,3,17,"Elisa Ribas Marquès","Joan Díaz Calafat"
"Eucera nigrilabris",39.425,3.261,NA,2017,4,13,"Elisa Ribas Marquès","Joan Díaz Calafat"
"Eucera nigrilabris",39.636,2.644,NA,2017,3,14,"Joan Díaz Calafat","Joan Díaz Calafat"
"Eucera nigrilabris",39.726,2.905,NA,2020,2,19,"Joan Díaz Calafat","Joan Díaz Calafat"
"Eucera oraniensis",39.626,2.725,NA,2020,3,9,"Joan Díaz Calafat","Joan Díaz Calafat"
"Eucera nigrilabris",39.729,2.956,NA,2017,3,19,"Sebastià Jaume Ramis","Joan Díaz Calafat"
"Eucera oraniensis",39.64,2.637,NA,2017,3,14,"Joan Díaz Calafat","Joan Díaz Calafat"
"Eucera oraniensis",39.574,2.617,NA,2019,4,24,"Joan Díaz Calafat","Joan Díaz Calafat"
"Eucera oraniensis",39.621,2.748,NA,2020,4,3,"Joan Díaz Calafat","Joan Díaz Calafat"
"Osmia latreillei",39.662,2.593,NA,2012,NA,NA,NA,NA
"Osmia niveata",39.662,2.593,NA,2012,NA,NA,NA,NA
"Eucera hispaliensis",37.295,-7.19,NA,2011,4,13,"Juan P. Gonzalez-Varo","J. Ortiz"
"Osmia niveata",39.807,2.797,NA,2011,NA,NA,NA,NA
"Eucera alternans",37.332,-6.668,NA,2011,4,17,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera alternans",37.332,-6.668,NA,2011,4,26,"Juan P. Gonzalez-Varo","J. Ortiz"
"Osmia latreillei",37.04,-6.55,NA,2010,8,4,"Online_Schmid-Egger","Online_Christian Schmid-Egger"
"Osmia niveata",37.04,-6.55,NA,2010,8,4,"Online_Schmid-Egger","Online_Christian Schmid-Egger"
"Osmia aurulenta",37.04,-6.55,NA,2010,8,4,"Online_Schmid-Egger","Online_Christian Schmid-Egger"
"Osmia caerulescens",37.35,-6.25,NA,2010,8,4,"Online_Schmid-Egger","Online_Christian Schmid-Egger"
"Osmia niveata",36.5,-6.12,NA,2010,8,4,"Online_Schmid-Egger","Online_Christian Schmid-Egger"
"Osmia versicolor",36.5,-6.12,NA,2010,8,4,"Online_Schmid-Egger","Online_Christian Schmid-Egger"
"Eucera notata",37.314,-7.093,NA,2011,4,15,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera collaris",37.314,-7.093,NA,2011,4,14,"Juan P. Gonzalez-Varo","J. Ortiz"
"Osmia submicans",39.743,3.43,NA,2009,NA,NA,NA,NA
"Eucera notata",37.291,-7.287,NA,2011,5,3,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera collaris",37.291,-7.287,NA,2011,4,7,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera notata",37.291,-7.287,NA,2011,4,4,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera collaris",37.291,-7.287,NA,2011,4,4,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera notata",37.38,-6.998,NA,2011,4,27,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera collaris",37.38,-6.998,NA,2011,3,30,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera notata",37.275,-7.241,NA,2011,4,11,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera hispaliensis",37.292,-6.753,NA,2011,4,25,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera notata",37.292,-6.753,NA,2011,4,25,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera chrysopyga",37.292,-6.753,NA,2011,4,6,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera notata",37.327,-7.128,NA,2011,5,5,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera collaris",37.405,-6.68,NA,2011,4,14,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera clypeata",37.276,-7.111,NA,2011,5,9,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera notata",37.276,-7.111,NA,2011,5,9,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera hispaliensis",37.276,-7.111,NA,2011,4,16,"Juan P. Gonzalez-Varo","J. Ortiz"
"Osmia caerulescens",42.048,2.034,NA,2021,3,25,"Online_Jordi_compte","Online_Jordi_compte"
"Eucera notata",37.219,-7.262,NA,2011,3,28,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera collaris",37.3,-6.563,NA,2011,3,24,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera notata",37.293,-7.325,NA,2011,4,26,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera alternans",37.293,-7.325,NA,2011,4,26,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera hispaliensis",37.293,-7.325,NA,2011,3,29,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera collaris",37.439,-5.741,NA,2011,3,31,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera collaris",37.295,-7.19,NA,2012,5,10,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera notata",37.295,-7.19,NA,2012,4,11,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera hispaliensis",37.295,-7.19,NA,2012,4,11,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera elongatula",37.295,-7.19,NA,2012,4,11,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera collaris",37.332,-6.668,NA,2012,3,22,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera hispaliensis",37.295,-7.11,NA,2012,4,22,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera clypeata",37.295,-7.11,NA,2012,4,17,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera notata",37.295,-7.11,NA,2012,4,17,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera clypeata",37.295,-7.11,NA,2012,4,22,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera collaris",37.263,-7.144,NA,2012,5,16,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera chrysopyga",37.263,-7.144,NA,2012,4,17,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera collaris",37.314,-7.093,NA,2012,5,14,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera elongatula",37.314,-7.093,NA,2012,4,16,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera collaris",37.314,-7.093,NA,2012,4,16,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera notata",37.38,-6.998,NA,2012,5,11,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera elongatula",37.38,-6.998,NA,2012,4,10,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera elongatula",37.38,-6.998,NA,2012,4,9,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera collaris",37.38,-6.998,NA,2012,4,10,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera barbiventris",37.292,-6.753,NA,2012,3,28,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera notata",37.292,-6.753,NA,2012,3,23,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera elongatula",37.327,-7.128,NA,2012,4,24,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera collaris",37.327,-7.128,NA,2012,4,24,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera collaris",37.405,-6.68,NA,2012,5,12,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera collaris",37.405,-6.68,NA,2012,4,18,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera collaris",37.276,-7.111,NA,2012,5,22,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera collaris",37.276,-7.111,NA,2012,4,22,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera hispaliensis",37.276,-7.111,NA,2012,4,22,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera hispaliensis",37.276,-7.111,NA,2012,4,23,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera clypeata",37.276,-7.111,NA,2012,4,22,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera clypeata",37.276,-7.111,NA,2012,4,23,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera collaris",37.219,-7.262,NA,2012,5,15,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera chrysopyga",37.219,-7.262,NA,2012,4,10,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera collaris",37.219,-7.262,NA,2012,4,10,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera notata",37.219,-7.262,NA,2012,4,10,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera notata",37.293,-7.325,NA,2012,4,11,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera hispaliensis",37.293,-7.325,NA,2012,4,11,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera collaris",37.293,-7.325,NA,2012,4,8,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera collaris",37.439,-5.741,NA,2012,5,8,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera notata",37.439,-5.741,NA,2012,4,13,"Juan P. Gonzalez-Varo","J. Ortiz"
"Eucera nigrilabris",37.533,-6.785,NA,2010,4,27,"M. Fernández-Mazuecos","C. Ornosa"
"Eucera nigrilabris",37.1,-2.362,NA,2011,2,2,"J.M. Gómez-Reyes","C. Ornosa"
"Eucera longicornis",40.206,-8.421,NA,2017,3,30,"C. O’Connor","F. López-Núñez"
"Eucera longicornis",40.206,-8.421,NA,2017,4,3,"C. O’Connor","F. López-Núñez"
"Eucera longicornis",40.206,-8.421,NA,2017,4,4,"C. O’Connor","F. López-Núñez"
"Eucera longicornis",40.206,-8.421,NA,2017,4,6,"C. O’Connor","F. López-Núñez"
"Eucera longicornis",40.206,-8.421,NA,2017,4,10,"C. O’Connor","F. López-Núñez"
"Eucera longicornis",40.206,-8.421,NA,2017,4,12,"C. O’Connor","F. López-Núñez"
"Eucera longicornis",40.206,-8.421,NA,2017,4,13,"C. O’Connor","F. López-Núñez"
"Eucera longicornis",40.206,-8.421,NA,2017,4,17,"C. O’Connor","F. López-Núñez"
"Eucera longicornis",40.206,-8.421,NA,2017,4,19,"C. O’Connor","F. López-Núñez"
"Eucera longicornis",40.206,-8.421,NA,2017,4,21,"C. O’Connor","F. López-Núñez"
"Eucera longicornis",40.206,-8.421,NA,2017,4,24,"C. O’Connor","F. López-Núñez"
"Eucera chrysopyga",43.452,-5.386,NA,2016,6,7,NA,"O. Aguado"
"Eucera chrysopyga",43.498,-5.654,NA,2015,5,10,NA,"O. Aguado"
"Eucera chrysopyga",43.516,-5.38,NA,2015,5,11,NA,"O. Aguado"
"Eucera chrysopyga",43.455,-5.466,NA,2016,6,1,NA,"O. Aguado"
"Eucera chrysopyga",43.403,-5.501,NA,2016,6,7,NA,"O. Aguado"
"Eucera chrysopyga",43.437,-5.449,NA,2016,6,7,NA,"O. Aguado"
"Eucera chrysopyga",43.48,-5.446,NA,2016,6,2,NA,"O. Aguado"
"Eucera chrysopyga",43.364,-5.764,NA,2016,6,1,NA,"O. Aguado"
"Eucera chrysopyga",43.48,-5.446,NA,2016,6,1,NA,"O. Aguado"
"Eucera chrysopyga",43.389,-5.583,NA,2016,5,22,NA,"O. Aguado"
"Eucera chrysopyga",43.516,-5.38,NA,2016,6,1,NA,"O. Aguado"
"Eucera chrysopyga",43.38,-5.649,NA,2016,5,27,NA,"O. Aguado"
"Eucera chrysopyga",43.489,-5.68,NA,2016,6,20,"A. Nuñez","O. Aguado"
"Eucera chrysopyga",43.442,-6.131,NA,2015,6,2,NA,"O. Aguado"
"Eucera chrysopyga",43.489,-5.68,NA,2015,6,8,NA,"O. Aguado"
"Eucera chrysopyga",43.403,-5.501,NA,2016,6,27,NA,"O. Aguado"
"Eucera chrysopyga",43.38,-5.649,NA,2016,6,27,NA,"O. Aguado"
"Eucera chrysopyga",43.426,-5.715,NA,2016,7,14,NA,"O. Aguado"
"Eucera chrysopyga",43.403,-5.501,NA,2016,7,14,NA,"O. Aguado"
