"","species","decimalLatitude","decimalLongitude","family","year","month","day","recordedBy","identifiedBy","sex"
"4763","Colletes foveolaris",42.3527,-3.71186,"Colletidae",1975,6,12,"P. Torchio, E. Asensio","M. Kuhlmann 2003",NA
"4764","Colletes foveolaris",42.3527,-3.71186,"Colletidae",1975,6,12,"P. Torchio, E. Asensio","M. Kuhlmann 2003",NA
"4765","Colletes mlokossewiczi",41.5262,-5.39526,"Colletidae",1975,7,4,NA,"M. Kuhlmann 2003",NA
"4766","Hylaeus coriaceus",41.6529,-4.7284,"Colletidae",1975,7,5,"P.F. Torchio","H.H. Dathe 1986",NA
"4767","Colletes nigricans",41.5262,-5.39526,"Colletidae",1975,7,4,NA,"M. Kuhlmann 2003",NA
"4768","Hylaeus coriaceus",41.6529,-4.7284,"Colletidae",1975,7,5,"P.F. Torchio","H.H. Dathe 1986",NA
"4769","Colletes nigricans",41.5262,-5.39526,"Colletidae",1975,7,4,NA,"M. Kuhlmann 2003",NA
"4770","Hylaeus angustatus",37.9105,-3.0021,"Colletidae",1974,5,29,"P.F. Torchio, E. Asensio","H.H. Dathe 1986",NA
"4771","Colletes abeillei",37.91101,-3.07814,"Colletidae",1974,5,28,"P. Torchio, E. Asensio","M. Kuhlmann 2003",NA
"4772","Colletes foveolaris",41.5172,-4.7242,"Colletidae",1974,5,27,"P. Torchio, E. Asensio","M. Kuhlmann 2003",NA
"4773","Colletes albomaculatus",41.6486,-4.7514,"Colletidae",1974,5,26,NA,"M. Kuhlmann 2003",NA
"4774","Colletes nigricans",36.91838,-3.48022,"Colletidae",1974,5,30,NA,"M. Kuhlmann 2003",NA
"4775","Colletes nigricans",41.61501,0.62945,"Colletidae",1974,6,14,NA,"M. Kuhlmann 2003",NA
"4776","Colletes foveolaris",41.69954,-4.83906,"Colletidae",1974,6,22,"P. Torchio, E. Asensio","M. Kuhlmann 2003",NA
"4777","Hylaeus signatus",41.83601,-4.72604,"Colletidae",1974,6,21,"P.F. Torchio, E. Asensio","H.H. Dathe 1986",NA
"4778","Hylaeus pictipes",36.83801,-2.47036,"Colletidae",1974,6,1,"P.F. Torchio, E. Asensio","H.H. Dathe 1986",NA
"4779","Colletes nigricans",41.69954,-4.83906,"Colletidae",1974,6,22,NA,"M. Kuhlmann 2003",NA
"4780","Colletes mlokossewiczi",41.69954,-4.83906,"Colletidae",1974,6,22,NA,"M. Kuhlmann 2003",NA
"4781","Colletes nigricans",41.6558,-0.5161,"Colletidae",1974,6,17,NA,"M. Kuhlmann 2003",NA
"4782","Hylaeus lineolatus",37.66866,-1.69411,"Colletidae",1974,6,3,"P.F. Torchio, E. Asensio","H.H. Dathe 1986",NA
"4783","Colletes nigricans",41.61501,0.62945,"Colletidae",1974,6,14,"P. Torchio, E. Asensio","M. Kuhlmann 2003",NA
"4784","Colletes nigricans",41.6558,-0.5161,"Colletidae",1974,6,16,NA,"M. Kuhlmann 2003",NA
"4785","Colletes nigricans",41.61501,0.62945,"Colletidae",1974,6,14,"P. Torchio, E. Asensio","M. Kuhlmann 2003",NA
"4786","Hylaeus signatus",41.69954,-4.83906,"Colletidae",1974,6,22,"P.F. Torchio, E. Asensio","H.H. Dathe 1986",NA
"4787","Colletes nigricans",41.6558,-0.5161,"Colletidae",1974,6,16,"P. Torchio, E. Asensio","M. Kuhlmann 2003",NA
"4788","Hylaeus imparilis",37.66866,-1.69411,"Colletidae",1974,6,3,"P.F. Torchio, E. Asensio","H.H. Dathe 1986",NA
"4789","Colletes nigricans",41.61501,0.62945,"Colletidae",1974,6,14,"P. Torchio, E. Asensio","M. Kuhlmann 2003",NA
"4790","Colletes nigricans",41.61501,0.62945,"Colletidae",1974,6,14,"P. Torchio, E. Asensio","M. Kuhlmann 2003",NA
"4791","Hylaeus signatus",41.5262,-5.39526,"Colletidae",1974,6,9,"P.F. Torchio, E. Asensio","H.H. Dathe 1986",NA
"4792","Hylaeus variegatus",41.69954,-4.83906,"Colletidae",1974,6,22,"P.F. Torchio","H.H. Dathe 1986",NA
"4793","Colletes nigricans",41.70376,0.62073,"Colletidae",1974,6,14,NA,"M. Kuhlmann 2003",NA
"4794","Hylaeus signatus",36.83801,-2.47036,"Colletidae",1974,6,21,"E. Asensio, P.F. Torchio","H.H. Dathe 1986",NA
"4795","Colletes foveolaris",41.6529,-4.7284,"Colletidae",1974,6,12,"P. Torchio, E. Asensio","M. Kuhlmann 2003",NA
"4796","Colletes nigricans",41.70376,0.62073,"Colletidae",1974,6,14,"P. Torchio, E. Asensio","M. Kuhlmann 2003",NA
"4797","Hylaeus conformis",37.7111,-2.16593,"Colletidae",1974,6,3,"P.F. Torchio, E. Asensio","H.H. Dathe 1986",NA
"4798","Colletes nigricans",41.6558,-0.5161,"Colletidae",1974,6,16,NA,"M. Kuhlmann 2003",NA
"4799","Colletes nigricans",41.61501,0.62945,"Colletidae",1974,6,14,"P. Torchio, E. Asensio","M. Kuhlmann 2003",NA
"4800","Hylaeus variegatus",41.70376,0.62073,"Colletidae",1974,6,14,"P.F. Torchio","H.H. Dathe 1986",NA
"4801","Colletes nigricans",41.61501,0.62945,"Colletidae",1974,6,14,"P. Torchio, E. Asensio","M. Kuhlmann 2003",NA
"4802","Hylaeus variegatus",41.6558,-0.5161,"Colletidae",1974,6,17,"P.F. Torchio","H.H. Dathe 1986",NA
"4803","Colletes nigricans",41.69954,-4.83906,"Colletidae",1974,6,22,"P. Torchio, E. Asensio","M. Kuhlmann 2003",NA
"4804","Colletes nigricans",41.69954,-4.83906,"Colletidae",1974,6,22,"P. Torchio, E. Asensio","M. Kuhlmann 2003",NA
"4805","Hylaeus variegatus",41.70376,0.62073,"Colletidae",1974,6,14,"P.F. Torchio","H.H. Dathe 1986",NA
"4806","Hylaeus variegatus",41.61501,0.62945,"Colletidae",1974,6,14,"P.F. Torchio","H.H. Dathe 1986",NA
"4807","Colletes nigricans",41.70376,0.62073,"Colletidae",1974,6,14,NA,"M. Kuhlmann 2003",NA
"4808","Colletes nigricans",41.84528,-4.72743,"Colletidae",1974,6,21,"P. Torchio, E. Asensio","M. Kuhlmann 2003",NA
"4809","Colletes nigricans",41.83601,-4.72604,"Colletidae",1974,6,21,NA,"M. Kuhlmann 2003",NA
"4810","Hylaeus clypearis",41.4644,-5.39602,"Colletidae",1974,6,9,"P.F. Torchio, E. Asensio","H.H. Dathe 1986",NA
"4811","Colletes nigricans",41.61501,0.62945,"Colletidae",1974,6,14,"P. Torchio, E. Asensio","M. Kuhlmann 2003",NA
"4812","Hylaeus lineolatus",41.84528,-4.72743,"Colletidae",1974,6,21,"P.F. Torchio, E. Asensio","H.H. Dathe 1986",NA
"4813","Colletes nigricans",41.84528,-4.72743,"Colletidae",1974,6,21,"P. Torchio, E. Asensio","M. Kuhlmann 2003",NA
"4814","Hylaeus conformis",36.83801,-2.47036,"Colletidae",1974,6,1,"P.F. Torchio, E. Asensio","H.H. Dathe 1986",NA
"4815","Hylaeus soror",41.84528,-4.72743,"Colletidae",1974,6,21,"P.F. Torchio, E. Asensio","H.H. Dathe 1986",NA
"4816","Colletes nigricans",41.76565,-2.64977,"Colletidae",1974,6,13,"P. Torchio, E. Asensio","M. Kuhlmann 2003",NA
"4817","Hylaeus angustatus",36.83801,-2.47036,"Colletidae",1974,6,1,"P.F. Torchio, E. Asensio","H.H. Dathe 1986",NA
"4818","Colletes nigricans",41.6558,-0.5161,"Colletidae",1974,6,16,NA,"M. Kuhlmann 2003",NA
"4819","Hylaeus signatus",41.69954,-4.83906,"Colletidae",1974,6,22,"P.F. Torchio, E. Asensio","H.H. Dathe 1986",NA
"4820","Colletes marginatus",41.70376,0.62073,"Colletidae",1974,6,14,NA,"M. Kuhlmann 2003",NA
"4821","Colletes nigricans",41.69954,-4.83906,"Colletidae",1974,6,22,NA,"M. Kuhlmann 2003",NA
"4822","Colletes nigricans",41.70376,0.62073,"Colletidae",1974,6,14,NA,"M. Kuhlmann 2003",NA
"4823","Hylaeus signatus",41.83601,-4.72604,"Colletidae",1974,6,21,"P.F. Torchio, E. Asensio","H.H. Dathe 1986",NA
"4824","Colletes nigricans",41.70376,0.62073,"Colletidae",1974,6,14,NA,"M. Kuhlmann 2003",NA
"4825","Hylaeus signatus",36.62143,-4.50004,"Colletidae",1974,6,1,"F.D. Parker","H.H. Dathe 1986",NA
"4826","Colletes nigricans",41.69954,-4.83906,"Colletidae",1974,6,22,"P. Torchio, E. Asensio","M. Kuhlmann 2003",NA
"4827","Hylaeus variegatus",37.7111,-2.16593,"Colletidae",1974,6,3,"P.F. Torchio","H.H. Dathe 1986",NA
"4828","Hylaeus variegatus",41.61501,0.62945,"Colletidae",1974,6,14,"P.F. Torchio","H.H. Dathe 1986",NA
"4829","Hylaeus conformis",36.83801,-2.47036,"Colletidae",1974,6,1,"P.F. Torchio, E. Asensio","H.H. Dathe 1986",NA
"4830","Colletes foveolaris",41.69954,-4.83906,"Colletidae",1974,6,22,"P. Torchio, E. Asensio","M. Kuhlmann 2003",NA
"4831","Colletes nigricans",41.60921,0.14405,"Colletidae",1974,6,16,"P. Torchio, E. Asensio","M. Kuhlmann 2003",NA
"4832","Hylaeus variegatus",41.61855,0.62782,"Colletidae",1974,6,14,"Torchio & Asensio","Dathe","FEMALE"
"4833","Hylaeus gibbus",36.83801,-2.47036,"Colletidae",1974,6,1,"P.F. Torchio, E. Asensio","H.H. Dathe 1986",NA
"4834","Hylaeus signatus",41.69954,-4.83906,"Colletidae",1974,6,22,"P.F. Torchio, E. Asensio","H.H. Dathe 1986",NA
"4835","Hylaeus variegatus",37.66866,-1.69411,"Colletidae",1974,6,3,"P.F. Torchio","H.H. Dathe 1986",NA
"4836","Hylaeus signatus",41.84528,-4.72743,"Colletidae",1974,6,5,"E. Asensio, P.F. Torchio","H.H. Dathe 1986",NA
"4837","Colletes foveolaris",41.69954,-4.83906,"Colletidae",1974,6,22,"P. Torchio, E. Asensio","M. Kuhlmann 2003",NA
"4838","Hylaeus signatus",41.69954,-4.83906,"Colletidae",1974,6,22,"P.F. Torchio, E. Asensio","H.H. Dathe 1986",NA
"4839","Hylaeus variegatus",41.6044,-4.7989,"Colletidae",1974,6,8,"P.F. Torchio","H.H. Dathe 1986",NA
"4840","Colletes nigricans",41.69954,-4.83906,"Colletidae",1974,6,22,"P. Torchio, E. Asensio","M. Kuhlmann 2003",NA
"4841","Colletes nigricans",41.60921,0.14405,"Colletidae",1974,6,16,"P. Torchio, E. Asensio","M. Kuhlmann 2003",NA
"4842","Colletes ligatus",41.83601,-4.72604,"Colletidae",1974,6,21,NA,"M. Kuhlmann 2003",NA
"4843","Hylaeus signatus",41.6529,-4.7284,"Colletidae",1974,6,12,"E. Asensio, P.F. Torchio","H.H. Dathe 1986",NA
"4844","Hylaeus signatus",41.6529,-4.7284,"Colletidae",1974,6,22,"E. Asensio, P.F. Torchio","H.H. Dathe 1986",NA
"4845","Colletes nigricans",41.69954,-4.83906,"Colletidae",1974,6,22,"P. Torchio, E. Asensio","M. Kuhlmann 2003",NA
"4846","Hylaeus imparilis",37.66866,-1.69411,"Colletidae",1974,6,3,"P.F. Torchio, E. Asensio","H.H. Dathe 1986",NA
"4847","Colletes nigricans",41.60921,0.14405,"Colletidae",1974,6,16,"P. Torchio, E. Asensio","M. Kuhlmann 2003",NA
"4848","Colletes foveolaris",41.69954,-4.83906,"Colletidae",1974,6,22,"P. Torchio, E. Asensio","M. Kuhlmann 2003",NA
"4849","Hylaeus variegatus",37.66866,-1.69411,"Colletidae",1974,6,3,"P.F. Torchio","H.H. Dathe 1986",NA
"4850","Colletes nigricans",41.61501,0.62945,"Colletidae",1974,6,14,NA,"M. Kuhlmann 2003",NA
"4851","Colletes nigricans",41.70376,0.62073,"Colletidae",1974,6,14,NA,"M. Kuhlmann 2003",NA
"4852","Hylaeus variegatus",41.76209,0.62347,"Colletidae",1974,6,14,"Torchio & Asensio","Dathe","MALE"
"4853","Colletes nigricans",41.61501,0.62945,"Colletidae",1974,6,14,"P. Torchio, E. Asensio","M. Kuhlmann 2003",NA
"4854","Colletes mlokossewiczi",41.5262,-5.39526,"Colletidae",1974,6,9,NA,"M. Kuhlmann 2003",NA
"4855","Colletes nigricans",41.6558,-0.5161,"Colletidae",1974,6,16,NA,"M. Kuhlmann 2003",NA
"4856","Hylaeus clypearis",36.83801,-2.47036,"Colletidae",1974,6,1,"P.F. Torchio, E. Asensio","H.H. Dathe 1986",NA
"4857","Colletes nigricans",37.7111,-2.16593,"Colletidae",1974,6,3,"P. Torchio, E. Asensio","M. Kuhlmann 2003",NA
"4858","Hylaeus variegatus",41.6558,-0.5161,"Colletidae",1974,6,16,"P.F. Torchio, E. Asensio","H.H. Dathe 1986",NA
"4859","Colletes nigricans",41.84528,-4.72743,"Colletidae",1974,6,21,NA,"M. Kuhlmann 2003",NA
"4860","Colletes tuberculiger",41.5262,-5.39526,"Colletidae",1974,6,7,NA,"M. Kuhlmann 2003",NA
"4861","Colletes nigricans",41.61501,0.62945,"Colletidae",1974,6,14,"P. Torchio, E. Asensio","M. Kuhlmann 2003",NA
"4862","Colletes nigricans",41.61501,0.62945,"Colletidae",1974,6,14,"P. Torchio, E. Asensio","M. Kuhlmann 2003",NA
"4863","Colletes mlokossewiczi",41.84528,-4.72743,"Colletidae",1974,6,21,NA,"M. Kuhlmann 2003",NA
"4864","Colletes nigricans",41.6558,-0.5161,"Colletidae",1974,6,16,NA,"M. Kuhlmann 2003",NA
"4865","Colletes nigricans",41.61501,0.62945,"Colletidae",1974,6,14,NA,"M. Kuhlmann 2003",NA
"4866","Hylaeus variegatus",41.70376,0.62073,"Colletidae",1974,6,14,"P.F. Torchio","H.H. Dathe 1986",NA
"4867","Colletes nigricans",41.84528,-4.72743,"Colletidae",1974,6,21,"P. Torchio, E. Asensio","M. Kuhlmann 2003",NA
"4868","Hylaeus variegatus",41.70376,0.62073,"Colletidae",1974,6,14,"P.F. Torchio","H.H. Dathe 1986",NA
"4869","Hylaeus variegatus",41.61501,0.62945,"Colletidae",1974,6,14,"P.F. Torchio","H.H. Dathe 1986",NA
"4870","Colletes nigricans",41.61501,0.62945,"Colletidae",1974,6,14,"P. Torchio, E. Asensio","M. Kuhlmann 2003",NA
"4871","Hylaeus signatus",41.69954,-4.83906,"Colletidae",1974,6,22,"P.F. Torchio, E. Asensio","H.H. Dathe 1986",NA
"4872","Hylaeus angustatus",41.84528,-4.72743,"Colletidae",1974,6,21,"P.F. Torchio, E. Asensio","H.H. Dathe 1986",NA
"4873","Colletes nigricans",41.69954,-4.83906,"Colletidae",1974,6,22,NA,"M. Kuhlmann 2003",NA
"4874","Hylaeus variegatus",37.7111,-2.16593,"Colletidae",1974,6,3,"P.F. Torchio","H.H. Dathe 1986",NA
"4875","Colletes nigricans",41.70376,0.62073,"Colletidae",1974,6,14,NA,"M. Kuhlmann 2003",NA
"4876","Colletes nigricans",41.63121,-4.52142,"Colletidae",1974,6,22,NA,"M. Kuhlmann 2003",NA
"4877","Colletes abeillei",37.66866,-1.69411,"Colletidae",1974,6,3,"P. Torchio, E. Asensio","M. Kuhlmann 2003",NA
"4878","Hylaeus imparilis",37.66866,-1.69411,"Colletidae",1974,6,3,"P.F. Torchio, E. Asensio","H.H. Dathe 1986",NA
"4879","Hylaeus variegatus",41.1667,1.31667,"Colletidae",1974,7,18,NA,NA,NA
"4880","Hylaeus sulphuripes",41.1667,1.31667,"Colletidae",1974,7,15,NA,NA,NA
"4881","Hylaeus angustatus",41.1667,1.31667,"Colletidae",1974,7,15,NA,NA,NA
"4882","Hylaeus variegatus",41.1667,1.31667,"Colletidae",1974,7,15,NA,NA,NA
"4883","Hylaeus variegatus",41.1667,1.31667,"Colletidae",1974,7,15,NA,NA,NA
"4884","Hylaeus brevicornis",41.1667,1.31667,"Colletidae",1974,7,18,NA,NA,NA
"4885","Hylaeus hyalinatus",41.1667,1.31667,"Colletidae",1974,7,18,NA,NA,NA
"4886","Hylaeus punctulatissimus",41.69954,-4.83906,"Colletidae",1974,7,22,"P.F. Torchio, E. Asensio","H.H. Dathe 1986",NA
"4887","Hylaeus variegatus",41.1667,1.31667,"Colletidae",1974,7,18,NA,NA,NA
"4888","Hylaeus hyalinatus",41.1667,1.31667,"Colletidae",1974,7,18,NA,NA,NA
"4889","Hylaeus signatus",41.1667,1.31667,"Colletidae",1974,7,15,NA,NA,NA
"4890","Hylaeus hyalinatus",41.1541,1.32454,"Colletidae",1969,6,30,NA,NA,NA
"4891","Hylaeus hyalinatus",41.1167,1.25,"Colletidae",1969,6,28,NA,NA,NA
"4892","Hylaeus signatus",41.1167,1.25,"Colletidae",1969,7,10,NA,NA,NA
"4893","Hylaeus variegatus",41.7167,-1.21667,"Colletidae",1968,6,4,NA,NA,NA
"4894","Hylaeus kahri",36.7416,-5.1671,"Colletidae",1968,8,16,"Dr. Warncke","H.H. Dathe 1978",NA
"4895","Colletes ibericus",42.04362,3.1611,"Colletidae",1963,6,17,"Baker, Donald","Baker, Donald","MALE"
"4896","Colletes fodiens",42.13477,3.12046,"Colletidae",1963,6,12,"Baker, Donald",NA,NA
"4897","Colletes fodiens",42.04362,3.1611,"Colletidae",1963,6,12,"Baker, Donald",NA,NA
"4898","Colletes ibericus",42.04362,3.1611,"Colletidae",1963,6,17,"Baker, Donald","Baker, Donald","MALE"
"4899","Colletes fodiens",42.13477,3.12046,"Colletidae",1963,6,12,"Baker, Donald","Baker, Donald","MALE"
"4900","Colletes abeillei",42.04362,3.1611,"Colletidae",1963,6,12,"Baker, Donald","Baker, Donald","FEMALE"
"4901","Colletes similis",42.13477,3.12046,"Colletidae",1963,6,12,"Baker, Donald",NA,NA
"4902","Colletes fodiens",42.04362,3.1611,"Colletidae",1963,6,12,"Baker, Donald",NA,NA
"4903","Colletes similis",41.91976,3.20802,"Colletidae",1962,6,13,"Baker, D. & Baker, M.",NA,NA
"4904","Colletes similis",41.91976,3.20802,"Colletidae",1962,6,13,"Baker, D. & Baker, M.","Baker, Donald","FEMALE"
"4905","Colletes similis",41.91976,3.20802,"Colletidae",1962,6,13,"Baker, D. & Baker, M.",NA,NA
"4906","Colletes similis",41.91976,3.20802,"Colletidae",1962,6,13,"Baker, D. & Baker, M.",NA,NA
"4907","Colletes abeillei",41.91976,3.20802,"Colletidae",1962,6,13,"Baker, D. & Baker, M.","Baker, Donald","MALE"
"4908","Colletes similis",41.91976,3.20802,"Colletidae",1962,6,13,"Baker, D. & Baker, M.",NA,NA
"4909","Colletes similis",41.91976,3.20802,"Colletidae",1962,6,13,"Baker, D. & Baker, M.",NA,NA
"4910","Colletes similis",41.91497,3.20151,"Colletidae",1962,6,14,"Baker, D. & Baker, M.",NA,NA
"4911","Colletes similis",41.91976,3.20802,"Colletidae",1962,6,13,"Baker, D. & Baker, M.",NA,NA
"4912","Hylaeus sulphuripes",41.59071,2.58248,"Colletidae",1936,7,30,"Bosch , J","Asensio, E","FEMALE"
"4913","Hylaeus signatus",41.70727,-4.76395,"Colletidae",NA,NA,NA,"Asensio, E","Warncke, Klaus","FEMALE"
"4914","Colletes schmidi",37.09,-3.39,"Colletidae",NA,NA,NA,NA,NA,NA
"4915","Hylaeus gibbus",42.60718,-4.79476,"Colletidae",NA,NA,NA,"Asensio, E","Asensio, E","MALE"
"4916","Colletes schmidi",37.18,-3.28,"Colletidae",NA,NA,NA,NA,NA,NA
"4917","Colletes albomaculatus",41.58643,-4.75004,"Colletidae",NA,NA,NA,"Asensio, E","Warncke, Klaus",NA
"4918","Hylaeus euryscapus",36.75175,-2.68384,"Colletidae",NA,NA,NA,"Ortiz, J","Ortiz, J","FEMALE"
"4919","Hylaeus pictus",37.284805,-7.605597,"Colletidae",2018,8,13,"Valter Jacinto",NA,NA
"5006","Colletes eous",37.7,-8.31,"Colletidae",1951,8,17,NA,NA,"MALE"
"5043","Osmia cornuta",40.948067,-4.117939,"Megachilidae",2018,3,27,"Mathew Zappa",NA,NA
"5045","Osmia cornuta",42.229916,1.206007,"Megachilidae",2018,3,14,"Purnendu Roy",NA,NA
"5046","Megachile sicula",39.7699,2.7679,"Megachilidae",2018,4,22,"Harry",NA,NA
"5047","Megachile sicula",39.347679,3.18653,"Megachilidae",2018,4,21,"Joshua Borràs",NA,NA
"5048","Rhodanthidium sticticum",38.128011,-0.688117,"Megachilidae",2018,4,1,"Andrew Lamb",NA,NA
"5049","Rhodanthidium sticticum",41.35,1.97,"Megachilidae",2018,4,27,"https://natusfera.gbif.es/users/2319",NA,NA
"5050","Osmia cornuta",42.61,1.07,"Megachilidae",2018,4,19,"https://natusfera.gbif.es/users/3232",NA,NA
"5052","Megachile sicula",39.347679,3.18653,"Megachilidae",2018,4,21,"Joshua Borràs",NA,NA
"5055","Osmia rufa",37.129814,-3.529944,"Megachilidae",2018,5,4,"Anita Shaul",NA,NA
"5056","Anthidium florentinum",41.669405,-4.713034,"Megachilidae",2018,7,5,"melesmeles",NA,NA
"5057","Megachile pilidens",39.783215,2.787094,"Megachilidae",2018,8,3,"-2057092445",NA,NA
"5058","Anthidium florentinum",37.971563,-0.729553,"Megachilidae",2018,8,12,"Andrew Lamb",NA,NA
"5059","Anthidium florentinum",41.369945,2.171837,"Megachilidae",2018,9,2,"Gerardo Chavarri",NA,NA
"5060","Megachile sicula",39.48,2.73,"Megachilidae",2017,3,2,"https://natusfera.gbif.es/users/585",NA,NA
"5061","Megachile sicula",39.744156,3.431425,"Megachilidae",2017,3,20,"1782348037",NA,NA
"5062","Megachile sicula",39.744156,3.431425,"Megachilidae",2017,3,23,"1782348037",NA,NA
"5063","Osmia aurulenta",39.744156,3.431425,"Megachilidae",2017,3,20,"1782348037",NA,NA
"5065","Rhodanthidium sticticum",36.597456,-4.639053,"Megachilidae",2017,4,14,"major_bombylius",NA,NA
"5066","Rhodanthidium siculum",37.179204,-3.574609,"Megachilidae",2017,4,20,"Quentin Groom",NA,NA
"5068","Megachile sicula",39.750753,3.186207,"Megachilidae",2017,4,30,"phil1957",NA,NA
"5069","Dioxys cincta",39.4,3.26,"Megachilidae",2017,4,17,"https://natusfera.gbif.es/users/638",NA,NA
"5071","Rhodanthidium sticticum",39.48,2.73,"Megachilidae",2017,5,4,"https://natusfera.gbif.es/users/585",NA,NA
"5072","Osmia latreillei",38.91,1.45,"Megachilidae",2017,5,16,"https://natusfera.gbif.es/users/216",NA,NA
"5073","Rhodanthidium sticticum",36.77,-3.51,"Megachilidae",2017,5,21,"https://natusfera.gbif.es/users/1107",NA,NA
"5074","Anthidium florentinum",41.23,1.8,"Megachilidae",2017,6,11,"https://natusfera.gbif.es/users/1209",NA,NA
"5075","Anthidium florentinum",40.49,-3.65,"Megachilidae",2017,6,1,"https://natusfera.gbif.es/users/1752",NA,NA
"5076","Icteranthidium ferrugineum",36.485511,-4.745021,"Megachilidae",2017,8,13,"Philip Mark Osso",NA,NA
"5077","Megachile sicula",39.580292,3.390999,"Megachilidae",2016,3,31,"-2075801121",NA,NA
"5078","Rhodanthidium sticticum",39.62,2.74,"Megachilidae",2016,3,31,"https://natusfera.gbif.es/users/585",NA,NA
"5079","Megachile sicula",39.580292,3.390999,"Megachilidae",2016,3,19,"-2075801121",NA,NA
"5081","Osmia rufa",40.41,-3.69,"Megachilidae",2016,3,3,"https://natusfera.gbif.es/users/2030",NA,NA
"5082","Rhodanthidium sticticum",41.037154,0.724475,"Megachilidae",2016,4,24,"Xavier Ma Ma",NA,NA
"5084","Megachile sicula",39.580292,3.390999,"Megachilidae",2015,3,28,"-2075801121",NA,NA
"5085","Osmia cornuta",42.090667,2.297226,"Megachilidae",2015,3,2,"Albert Busom",NA,NA
"5086","Osmia cornuta",42.342682,-4.275853,"Megachilidae",2015,4,11,"Cesar Pollo",NA,NA
"5087","Anthidium manicatum",40.41,-3.69,"Megachilidae",2015,5,21,"https://natusfera.gbif.es/users/2030",NA,NA
"5088","Megachile sicula",39.580292,3.390999,"Megachilidae",2014,3,16,"-2075801121",NA,NA
"5090","Megachile sicula",39.580292,3.390999,"Megachilidae",2013,4,8,"-2075801121",NA,NA
"5091","Megachile sicula",39.580292,3.390999,"Megachilidae",2013,4,20,"-2075801121",NA,NA
"5092","Megachile sicula",39.580292,3.390999,"Megachilidae",2013,4,14,"-2075801121",NA,NA
"5093","Megachile sicula",39.580292,3.390999,"Megachilidae",2011,4,2,"-2075801121",NA,NA
"5094","Megachile sicula",39.580292,3.390999,"Megachilidae",2010,3,19,"881932368",NA,NA
"5095","Rhodanthidium sticticum",39.531055,2.438235,"Megachilidae",2010,3,26,"341725260",NA,NA
"5096","Rhodanthidium sticticum",39.578339,2.352705,"Megachilidae",2010,3,27,"341725260",NA,NA
"5097","Rhodanthidium septemdentatum",36.344,-6.162,"Megachilidae",2010,4,8,"C. Schmid-Egger","Christian Schmid-Egger",NA
"5098","Osmia submicans",36.986,-6.518,"Megachilidae",2010,4,8,"C. Schmid-Egger","Stefan Schmidt",NA
"5099","Rhodanthidium septemdentatum",36.344002,-6.162,"Megachilidae",2010,4,8,"C. Schmid-Egger","Christian Schmid-Egger",NA
"5100","Anthidium manicatum",36.986,-6.518,"Megachilidae",2010,4,8,"C. Schmid-Egger","Stefan Schmidt",NA
"5101","Rhodanthidium septemdentatum",36.344,-6.162,"Megachilidae",2010,4,8,"C. Schmid-Egger","Christian Schmid-Egger",NA
"5102","Osmia submicans",36.986,-6.518,"Megachilidae",2010,4,8,"C. Schmid-Egger","Stefan Schmidt",NA
"5103","Anthidium manicatum",36.986,-6.518,"Megachilidae",2010,4,8,"C. Schmid-Egger","Stefan Schmidt",NA
"5104","Rhodanthidium septemdentatum",36.344002,-6.162,"Megachilidae",2010,4,8,"C. Schmid-Egger","Christian Schmid-Egger",NA
"5105","Osmia niveata",37.040001,-6.55,"Megachilidae",2010,8,4,"Schmid-Egger","Christian Schmid-Egger",NA
"5106","Osmia versicolor",36.5,-6.12,"Megachilidae",2010,8,4,"Schmid-Egger","Christian Schmid-Egger",NA
"5107","Osmia caerulescens",37.04,-6.55,"Megachilidae",2010,8,4,"Schmid-Egger","Christian Schmid-Egger",NA
"5108","Osmia caerulescens",37.35,-6.25,"Megachilidae",2010,8,4,"Schmid-Egger","Christian Schmid-Egger",NA
"5109","Osmia caerulescens",37.040001,-6.55,"Megachilidae",2010,8,4,"Schmid-Egger","Christian Schmid-Egger",NA
"5110","Osmia latreillei",37.04,-6.55,"Megachilidae",2010,8,4,"Schmid-Egger","Christian Schmid-Egger",NA
"5111","Osmia latreillei",37.040001,-6.55,"Megachilidae",2010,8,4,"Schmid-Egger","Christian Schmid-Egger",NA
"5112","Osmia submicans",37.040001,-6.55,"Megachilidae",2010,8,4,"Schmid-Egger","Christian Schmid-Egger",NA
"5113","Osmia niveata",36.5,-6.12,"Megachilidae",2010,8,4,"Schmid-Egger","Christian Schmid-Egger",NA
"5114","Osmia latreillei",37.04,-6.55,"Megachilidae",2010,8,4,"Schmid-Egger","Christian Schmid-Egger",NA
"5115","Osmia caerulescens",37.349998,-6.25,"Megachilidae",2010,8,4,"Schmid-Egger","Christian Schmid-Egger",NA
"5116","Osmia latreillei",37.040001,-6.55,"Megachilidae",2010,8,4,"Schmid-Egger","Christian Schmid-Egger",NA
"5117","Osmia latreillei",37.040001,-6.55,"Megachilidae",2010,8,4,"Schmid-Egger","Christian Schmid-Egger",NA
